C0,tau0,tau_eff,HRV_mod,Delta_phi,C,F_res,dphi,tau,F_cap,B,S,zone,C_min,dphi_max_rad,PLV_min,Q_c_min,notes
0.120141292209534,0.8561159420289856,0.8561159420289856,0.3,0.4308080808080807,0.0360423876628602,0.0716246143969374,0.4308080808080807,0.8561159420289856,0.0716246143969374,0.1642,0.8359,fragmentiert,,,,,
0.120141292209534,0.8561159420289856,0.8561159420289856,0.3,0.4454545454545454,0.0360423876628602,0.0692696100686934,0.4454545454545454,0.8561159420289856,0.0692696100686934,0.1547,0.8454,fragmentiert,,,,,
0.120141292209534,0.8561159420289856,0.8561159420289856,0.3,0.46010101010101,0.0360423876628602,0.0670645401543223,0.46010101010101,0.8561159420289856,0.0670645401543223,0.146,0.8541,fragmentiert,,,,,
0.120141292209534,0.8561159420289856,0.8561159420289856,0.3,0.4747474747474747,0.0360423876628602,0.064995527745306,0.4747474747474747,0.8561159420289856,0.064995527745306,0.1377,0.8624,fragmentiert,,,,,
0.120141292209534,0.8561159420289856,0.8561159420289856,0.3,0.4893939393939393,0.0360423876628602,0.0630503571523092,0.4893939393939393,0.8561159420289856,0.0630503571523092,0.1299,0.8702,fragmentiert,,,,,
0.120141292209534,0.8561159420289856,0.8561159420289856,0.3,0.5040404040404041,0.0360423876628602,0.0612182325456789,0.5040404040404041,0.8561159420289856,0.0612182325456789,0.1226,0.8775,fragmentiert,,,,,
0.120141292209534,0.8561159420289856,0.8561159420289856,0.3,0.5186868686868686,0.0360423876628602,0.0594895774884008,0.5186868686868686,0.8561159420289856,0.0594895774884008,0.1157,0.8844,fragmentiert,,,,,
0.120141292209534,0.8561159420289856,0.8561159420289856,0.3,0.5333333333333333,0.0360423876628602,0.0578558675005564,0.5333333333333333,0.8561159420289856,0.0578558675005564,0.1093,0.8908,fragmentiert,,,,,
0.120141292209534,0.8561159420289856,0.8561159420289856,0.3,0.547979797979798,0.0360423876628602,0.0563094894751959,0.547979797979798,0.8561159420289856,0.0563094894751959,0.1036,0.8965,fragmentiert,,,,,
0.120141292209534,0.8561159420289856,0.8561159420289856,0.3,0.5626262626262626,0.0360423876628602,0.0548436230525921,0.5626262626262626,0.8561159420289856,0.0548436230525921,0.0981,0.902,fragmentiert,,,,,
0.120141292209534,0.8561159420289856,0.8561159420289856,0.3,0.5772727272727273,0.0360423876628602,0.0534521400530075,0.5772727272727273,0.8561159420289856,0.0534521400530075,0.0925,0.9076,fragmentiert,,,,,
0.120141292209534,0.8561159420289856,0.8561159420289856,0.3,0.591919191919192,0.0360423876628602,0.0521295188400918,0.591919191919192,0.8561159420289856,0.0521295188400918,0.0876,0.9125,fragmentiert,,,,,
0.120141292209534,0.8561159420289856,0.8561159420289856,0.3,0.6065656565656565,0.0360423876628602,0.0508707710912469,0.6065656565656565,0.8561159420289856,0.0508707710912469,0.0829,0.9172,fragmentiert,,,,,
0.120141292209534,0.8561159420289856,0.8561159420289856,0.3,0.6212121212121212,0.0360423876628602,0.049671378927307,0.6212121212121212,0.8561159420289856,0.049671378927307,0.0786,0.9215,fragmentiert,,,,,
0.120141292209534,0.8561159420289856,0.8561159420289856,0.3,0.6358585858585859,0.0360423876628602,0.0485272407312054,0.6358585858585859,0.8561159420289856,0.0485272407312054,0.0744,0.9257,fragmentiert,,,,,
0.120141292209534,0.8561159420289856,0.8561159420289856,0.3,0.6505050505050505,0.0360423876628602,0.0474346242861705,0.6505050505050505,0.8561159420289856,0.0474346242861705,0.0703,0.9298,fragmentiert,,,,,
0.120141292209534,0.8561159420289856,0.8561159420289856,0.3,0.6651515151515152,0.0360423876628602,0.0463901261052297,0.6651515151515152,0.8561159420289856,0.0463901261052297,0.0667,0.9334,fragmentiert,,,,,
0.120141292209534,0.8561159420289856,0.8561159420289856,0.3,0.6797979797979798,0.0360423876628602,0.0453906360182671,0.6797979797979798,0.8561159420289856,0.0453906360182671,0.0631,0.937,fragmentiert,,,,,
0.120141292209534,0.8561159420289856,0.8561159420289856,0.3,0.6944444444444444,0.0360423876628602,0.0444333062404273,0.6944444444444444,0.8561159420289856,0.0444333062404273,0.0597,0.9404,fragmentiert,,,,,
0.120141292209534,0.8561159420289856,0.8561159420289856,0.3,0.7090909090909091,0.0360423876628602,0.0435155242739228,0.7090909090909091,0.8561159420289856,0.0435155242739228,0.0564,0.9437,fragmentiert,,,,,
0.120141292209534,0.8561159420289856,0.8561159420289856,0.3,0.7237373737373737,0.0360423876628602,0.0426348891002007,0.7237373737373737,0.8561159420289856,0.0426348891002007,0.0534,0.9467,fragmentiert,,,,,
0.120141292209534,0.8561159420289856,0.8561159420289856,0.3,0.7383838383838384,0.0360423876628602,0.0417891902056002,0.7383838383838384,0.8561159420289856,0.0417891902056002,0.0505,0.9496,fragmentiert,,,,,
0.120141292209534,0.8561159420289856,0.8561159420289856,0.3,0.753030303030303,0.0360423876628602,0.04097638905472,0.753030303030303,0.8561159420289856,0.04097638905472,0.0477,0.9524,fragmentiert,,,,,
0.120141292209534,0.8561159420289856,0.8561159420289856,0.3,0.7676767676767676,0.0360423876628602,0.0401946026845971,0.7676767676767676,0.8561159420289856,0.0401946026845971,0.0443,0.9558,fragmentiert,,,,,
0.120141292209534,0.8561159420289856,0.8561159420289856,0.3,0.7823232323232323,0.0360423876628602,0.0394420891417608,0.7823232323232323,0.8561159420289856,0.0394420891417608,0.0426,0.9575,fragmentiert,,,,,
0.120141292209534,0.8561159420289856,0.8561159420289856,0.3,0.796969696969697,0.0360423876628602,0.0387172345250872,0.796969696969697,0.8561159420289856,0.0387172345250872,0.0402,0.9599,fragmentiert,,,,,
0.120141292209534,0.8561159420289856,0.8561159420289856,0.3,0.8116161616161616,0.0360423876628602,0.038018541431604,0.8116161616161616,0.8561159420289856,0.038018541431604,0.0379,0.9622,fragmentiert,,,,,
0.120141292209534,0.8561159420289856,0.8561159420289856,0.3,0.8262626262626263,0.0360423876628602,0.037344618631166,0.8262626262626263,0.8561159420289856,0.037344618631166,0.0359,0.9642,fragmentiert,,,,,
0.120141292209534,0.8561159420289856,0.8561159420289856,0.3,0.8409090909090909,0.0360423876628602,0.0366941718201727,0.8409090909090909,0.8561159420289856,0.0366941718201727,0.0338,0.9663,fragmentiert,,,,,
0.120141292209534,0.8561159420289856,0.8561159420289856,0.3,0.8555555555555555,0.0360423876628602,0.0360659953250222,0.8555555555555555,0.8561159420289856,0.0360659953250222,0.0318,0.9683,fragmentiert,,,,,
0.120141292209534,0.8561159420289856,0.8561159420289856,0.3,0.8702020202020202,0.0360423876628602,0.0354589646434054,0.8702020202020202,0.8561159420289856,0.0354589646434054,0.03,0.9701,fragmentiert,,,,,
0.120141292209534,0.8561159420289856,0.8561159420289856,0.3,0.8848484848484849,0.0360423876628602,0.0348720297263628,0.8848484848484849,0.8561159420289856,0.0348720297263628,0.0283,0.9718,fragmentiert,,,,,
0.120141292209534,0.8561159420289856,0.8561159420289856,0.3,0.8994949494949495,0.0360423876628602,0.034304208916669,0.8994949494949495,0.8561159420289856,0.034304208916669,0.0265,0.9736,fragmentiert,,,,,
0.120141292209534,0.8561159420289856,0.8561159420289856,0.3,0.914141414141414,0.0360423876628602,0.0337545834699379,0.914141414141414,0.8561159420289856,0.0337545834699379,0.025,0.9751,fragmentiert,,,,,
0.120141292209534,0.8561159420289856,0.8561159420289856,0.3,0.9287878787878788,0.0360423876628602,0.0332222925941205,0.9287878787878788,0.8561159420289856,0.0332222925941205,0.0235,0.9766,fragmentiert,,,,,
0.120141292209534,0.8561159420289856,0.8561159420289856,0.3,0.9434343434343434,0.0360423876628602,0.032706528951064,0.9434343434343434,0.8561159420289856,0.032706528951064,0.0221,0.978,fragmentiert,,,,,
0.120141292209534,0.8561159420289856,0.8561159420289856,0.3,0.958080808080808,0.0360423876628602,0.032206534570684,0.958080808080808,0.8561159420289856,0.032206534570684,0.0208,0.9793,fragmentiert,,,,,
0.120141292209534,0.8561159420289856,0.8561159420289856,0.3,0.9727272727272728,0.0360423876628602,0.0317215971342614,0.9727272727272728,0.8561159420289856,0.0317215971342614,0.0194,0.9807,fragmentiert,,,,,
0.120141292209534,0.8561159420289856,0.8561159420289856,0.3,0.9873737373737372,0.0360423876628602,0.0312510465885358,0.9873737373737372,0.8561159420289856,0.0312510465885358,0.0182,0.9819,fragmentiert,,,,,
0.120141292209534,0.8561159420289856,0.8561159420289856,0.3,1.002020202020202,0.0360423876628602,0.0307942520567477,1.002020202020202,0.8561159420289856,0.0307942520567477,0.0171,0.983,fragmentiert,,,,,
0.120141292209534,0.8561159420289856,0.8561159420289856,0.3,1.0166666666666666,0.0360423876628602,0.0303506190166853,1.0166666666666666,0.8561159420289856,0.0303506190166853,0.0162,0.9839,fragmentiert,,,,,
0.120141292209534,0.8561159420289856,0.8561159420289856,0.3,1.0313131313131312,0.0360423876628602,0.0299195867191908,1.0313131313131312,0.8561159420289856,0.0299195867191908,0.0145,0.9856,fragmentiert,,,,,
0.120141292209534,0.8561159420289856,0.8561159420289856,0.3,1.045959595959596,0.0360423876628602,0.0295006258235575,1.045959595959596,0.8561159420289856,0.0295006258235575,0.0137,0.9864,fragmentiert,,,,,
0.120141292209534,0.8561159420289856,0.8561159420289856,0.3,1.0606060606060606,0.0360423876628602,0.0290932362288512,1.0606060606060606,0.8561159420289856,0.0290932362288512,0.0128,0.9873,fragmentiert,,,,,
0.120141292209534,0.8561159420289856,0.8561159420289856,0.3,1.0752525252525251,0.0360423876628602,0.0286969450824742,1.0752525252525251,0.8561159420289856,0.0286969450824742,0.0118,0.9883,fragmentiert,,,,,
0.120141292209534,0.8561159420289856,0.8561159420289856,0.3,1.08989898989899,0.0360423876628602,0.0283113049492991,1.08989898989899,0.8561159420289856,0.0283113049492991,0.011,0.9891,fragmentiert,,,,,
0.120141292209534,0.8561159420289856,0.8561159420289856,0.3,1.1045454545454545,0.0360423876628602,0.0279358921264689,1.1045454545454545,0.8561159420289856,0.0279358921264689,0.0103,0.9898,fragmentiert,,,,,
0.120141292209534,0.8561159420289856,0.8561159420289856,0.3,1.119191919191919,0.0360423876628602,0.0275703050905178,1.119191919191919,0.8561159420289856,0.0275703050905178,0.0094,0.99505,fragmentiert,,,,,
0.120141292209534,0.8561159420289856,0.8561159420289856,0.3,1.133838383838384,0.0360423876628602,0.0272141630648497,1.133838383838384,0.8561159420289856,0.0272141630648497,0.0087,0.99505,fragmentiert,,,,,
0.120141292209534,0.8561159420289856,0.8561159420289856,0.3,1.1484848484848484,0.0360423876628602,0.0268671046968283,1.1484848484848484,0.8561159420289856,0.0268671046968283,0.0081,0.99505,fragmentiert,,,,,
0.120141292209534,0.8561159420289856,0.8561159420289856,0.3,1.163131313131313,0.0360423876628602,0.0265287868348187,1.163131313131313,0.8561159420289856,0.0265287868348187,0.0073,0.99505,fragmentiert,,,,,
0.120141292209534,0.8561159420289856,0.8561159420289856,0.3,1.1777777777777778,0.0360423876628602,0.0261988833964783,1.1777777777777778,0.8561159420289856,0.0261988833964783,0.0067,0.99505,fragmentiert,,,,,
0.120141292209534,0.8561159420289856,0.8561159420289856,0.3,1.1924242424242424,0.0360423876628602,0.0258770843204521,1.1924242424242424,0.8561159420289856,0.0258770843204521,0.0062,0.99505,fragmentiert,,,,,
0.120141292209534,0.8561159420289856,0.8561159420289856,0.3,1.207070707070707,0.0360423876628602,0.0255630945943881,1.207070707070707,0.8561159420289856,0.0255630945943881,0.0056,0.99505,fragmentiert,,,,,
0.120141292209534,0.8561159420289856,0.8561159420289856,0.3,1.2217171717171718,0.0360423876628602,0.0252566333528679,1.2217171717171718,0.8561159420289856,0.0252566333528679,0.005,0.99505,fragmentiert,,,,,
0.120141292209534,0.8561159420289856,0.8561159420289856,0.3,1.2363636363636363,0.0360423876628602,0.0249574330394557,1.2363636363636363,0.8561159420289856,0.0249574330394557,0.0046,0.99505,fragmentiert,,,,,
0.120141292209534,0.8561159420289856,0.8561159420289856,0.3,1.251010101010101,0.0360423876628602,0.024665238627609,1.251010101010101,0.8561159420289856,0.024665238627609,0.0042,0.99505,fragmentiert,,,,,
0.120141292209534,0.8561159420289856,0.8561159420289856,0.3,1.2656565656565657,0.0360423876628602,0.0243798068956854,1.2656565656565657,0.8561159420289856,0.0243798068956854,0.0038,0.99505,fragmentiert,,,,,
0.120141292209534,0.8561159420289856,0.8561159420289856,0.3,1.2803030303030305,0.0360423876628602,0.024100905751711,1.2803030303030305,0.8561159420289856,0.024100905751711,0.0031,0.99505,fragmentiert,,,,,
0.120141292209534,0.8561159420289856,0.8561159420289856,0.3,1.2949494949494949,0.0360423876628602,0.0238283136039733,1.2949494949494949,0.8561159420289856,0.0238283136039733,0.0028,0.99505,fragmentiert,,,,,
0.120141292209534,0.8561159420289856,0.8561159420289856,0.3,1.3095959595959596,0.0360423876628602,0.0235618187738479,1.3095959595959596,0.8561159420289856,0.0235618187738479,0.0025,0.99505,fragmentiert,,,,,
0.120141292209534,0.8561159420289856,0.8561159420289856,0.3,1.3242424242424242,0.0360423876628602,0.0233012189475925,1.3242424242424242,0.8561159420289856,0.0233012189475925,0.0022,0.99505,fragmentiert,,,,,
0.120141292209534,0.8561159420289856,0.8561159420289856,0.3,1.3388888888888888,0.0360423876628602,0.023046320664122,1.3388888888888888,0.8561159420289856,0.023046320664122,0.0019,0.99505,fragmentiert,,,,,
0.120141292209534,0.8561159420289856,0.8561159420289856,0.3,1.3535353535353536,0.0360423876628602,0.0227969388360401,1.3535353535353536,0.8561159420289856,0.0227969388360401,0.0016,0.99505,fragmentiert,,,,,
0.120141292209534,0.8561159420289856,0.8561159420289856,0.3,1.3681818181818182,0.0360423876628602,0.022552896301435,1.3681818181818182,0.8561159420289856,0.022552896301435,0.0014,0.99505,fragmentiert,,,,,
0.120141292209534,0.8561159420289856,0.8561159420289856,0.3,1.3828282828282827,0.0360423876628602,0.0223140234041591,1.3828282828282827,0.8561159420289856,0.0223140234041591,0.0012,0.99505,fragmentiert,,,,,
0.120141292209534,0.8561159420289856,0.8561159420289856,0.3,1.397474747474747,0.0360423876628602,0.0220801576005014,1.397474747474747,0.8561159420289856,0.0220801576005014,0.001,0.99505,fragmentiert,,,,,
0.120141292209534,0.8561159420289856,0.8561159420289856,0.3,1.412121212121212,0.0360423876628602,0.0218511430903389,1.412121212121212,0.8561159420289856,0.0218511430903389,0.0008,0.99505,fragmentiert,,,,,
0.120141292209534,0.8561159420289856,0.8561159420289856,0.3,1.426767676767677,0.0360423876628602,0.0216268304710044,1.426767676767677,0.8561159420289856,0.0216268304710044,0.0006,0.99505,fragmentiert,,,,,
0.120141292209534,0.8561159420289856,0.8561159420289856,0.3,1.4414141414141413,0.0360423876628602,0.0214070764122591,1.4414141414141413,0.8561159420289856,0.0214070764122591,0.0005,0.99505,fragmentiert,,,,,
0.120141292209534,0.8561159420289856,0.8561159420289856,0.3,1.456060606060606,0.0360423876628602,0.0211917433508802,1.456060606060606,0.8561159420289856,0.0211917433508802,0.0004,0.99505,fragmentiert,,,,,
0.120141292209534,0.8561159420289856,0.8561159420289856,0.3,1.4707070707070706,0.0360423876628602,0.0209806992034984,1.4707070707070706,0.8561159420289856,0.0209806992034984,0.0003,0.99505,fragmentiert,,,,,
0.120141292209534,0.8561159420289856,0.8561159420289856,0.3,1.4853535353535352,0.0360423876628602,0.0207738170964255,1.4853535353535352,0.8561159420289856,0.0207738170964255,0.0002,0.99505,fragmentiert,,,,,
0.120141292209534,0.8561159420289856,0.8561159420289856,0.3,1.5,0.0360423876628602,0.0205709751113089,1.5,0.8561159420289856,0.0205709751113089,0.0001,0.99505,fragmentiert,,,,,
0.120141292209534,0.8561159420289856,0.8561159420289856,0.3171717171717171,0.05,0.0381054199533269,0.652453149995052,0.05,0.8561159420289856,0.652453149995052,0.9054,0.0947,kohärent,,,,,
0.120141292209534,0.8561159420289856,0.8561159420289856,0.3171717171717171,0.0646464646464646,0.0381054199533269,0.5046317331992981,0.0646464646464646,0.8561159420289856,0.5046317331992981,0.8692,0.1309,kohärent,,,,,
0.120141292209534,0.8561159420289856,0.8561159420289856,0.3171717171717171,0.0792929292929292,0.0381054199533269,0.4114195022261793,0.0792929292929292,0.8561159420289856,0.4114195022261793,0.8329,0.1672,kohärent,,,,,
0.120141292209534,0.8561159420289856,0.8561159420289856,0.3171717171717171,0.0939393939393939,0.0381054199533269,0.347273450803818,0.0939393939393939,0.8561159420289856,0.347273450803818,0.7966,0.2035,regulativ,,,,,
0.120141292209534,0.8561159420289856,0.8561159420289856,0.3171717171717171,0.1085858585858585,0.0381054199533269,0.3004319155791169,0.1085858585858585,0.8561159420289856,0.3004319155791169,0.7601,0.24,regulativ,,,,,
0.120141292209534,0.8561159420289856,0.8561159420289856,0.3171717171717171,0.1232323232323232,0.0381054199533269,0.2647248436455334,0.1232323232323232,0.8561159420289856,0.2647248436455334,0.7242,0.2759,regulativ,,,,,
0.120141292209534,0.8561159420289856,0.8561159420289856,0.3171717171717171,0.1378787878787878,0.0381054199533269,0.2366038895586452,0.1378787878787878,0.8561159420289856,0.2366038895586452,0.6878,0.3123,regulativ,,,,,
0.120141292209534,0.8561159420289856,0.8561159420289856,0.3171717171717171,0.1525252525252525,0.0381054199533269,0.2138836485083118,0.1525252525252525,0.8561159420289856,0.2138836485083118,0.6516,0.3485,regulativ,,,,,
0.120141292209534,0.8561159420289856,0.8561159420289856,0.3171717171717171,0.1671717171717171,0.0381054199533269,0.195144597732659,0.1671717171717171,0.8561159420289856,0.195144597732659,0.6154,0.3847,regulativ,,,,,
0.120141292209534,0.8561159420289856,0.8561159420289856,0.3171717171717171,0.1818181818181818,0.0381054199533269,0.1794246162486393,0.1818181818181818,0.8561159420289856,0.1794246162486393,0.5789,0.4212,regulativ,,,,,
0.120141292209534,0.8561159420289856,0.8561159420289856,0.3171717171717171,0.1964646464646464,0.0381054199533269,0.1660484880450132,0.1964646464646464,0.8561159420289856,0.1660484880450132,0.5428,0.4573,regulativ,,,,,
0.120141292209534,0.8561159420289856,0.8561159420289856,0.3171717171717171,0.211111111111111,0.0381054199533269,0.154528377630407,0.211111111111111,0.8561159420289856,0.154528377630407,0.5066,0.4935,regulativ,,,,,
0.120141292209534,0.8561159420289856,0.8561159420289856,0.3171717171717171,0.2257575757575757,0.0381054199533269,0.1445030466431994,0.2257575757575757,0.8561159420289856,0.1445030466431994,0.4701,0.53,regulativ,,,,,
0.120141292209534,0.8561159420289856,0.8561159420289856,0.3171717171717171,0.2404040404040404,0.0381054199533269,0.1356992895998112,0.2404040404040404,0.8561159420289856,0.1356992895998112,0.4345,0.5656,regulativ,,,,,
0.120141292209534,0.8561159420289856,0.8561159420289856,0.3171717171717171,0.255050505050505,0.0381054199533269,0.1279066571277429,0.255050505050505,0.8561159420289856,0.1279066571277429,0.4008,0.5993,regulativ,,,,,
0.120141292209534,0.8561159420289856,0.8561159420289856,0.3171717171717171,0.2696969696969696,0.0381054199533269,0.1209604154485209,0.2696969696969696,0.8561159420289856,0.1209604154485209,0.374,0.6261,regulativ,,,,,
0.120141292209534,0.8561159420289856,0.8561159420289856,0.3171717171717171,0.2843434343434343,0.0381054199533269,0.1147297723792365,0.2843434343434343,0.8561159420289856,0.1147297723792365,0.3444,0.6557,regulativ,,,,,
0.120141292209534,0.8561159420289856,0.8561159420289856,0.3171717171717171,0.298989898989899,0.0381054199533269,0.1091095639349833,0.298989898989899,0.8561159420289856,0.1091095639349833,0.3206,0.6795,regulativ,,,,,
0.120141292209534,0.8561159420289856,0.8561159420289856,0.3171717171717171,0.3136363636363636,0.0381054199533269,0.1040142702890662,0.3136363636363636,0.8561159420289856,0.1040142702890662,0.2989,0.7012,regulativ,,,,,
0.120141292209534,0.8561159420289856,0.8561159420289856,0.3171717171717171,0.3282828282828282,0.0381054199533269,0.099373633614631,0.3282828282828282,0.8561159420289856,0.099373633614631,0.2793,0.7208,regulativ,,,,,
0.120141292209534,0.8561159420289856,0.8561159420289856,0.3171717171717171,0.3429292929292929,0.0381054199533269,0.095129398894713,0.3429292929292929,0.8561159420289856,0.095129398894713,0.2614,0.7387,regulativ,,,,,
0.120141292209534,0.8561159420289856,0.8561159420289856,0.3171717171717171,0.3575757575757575,0.0381054199533269,0.0912328557196471,0.3575757575757575,0.8561159420289856,0.0912328557196471,0.2451,0.755,regulativ,,,,,
0.120141292209534,0.8561159420289856,0.8561159420289856,0.3171717171717171,0.3722222222222222,0.0381054199533269,0.0876429604470965,0.3722222222222222,0.8561159420289856,0.0876429604470965,0.2299,0.7702,regulativ,,,,,
0.120141292209534,0.8561159420289856,0.8561159420289856,0.3171717171717171,0.3868686868686868,0.0381054199533269,0.0843248849210315,0.3868686868686868,0.8561159420289856,0.0843248849210315,0.2162,0.7839,regulativ,,,,,
0.120141292209534,0.8561159420289856,0.8561159420289856,0.3171717171717171,0.4015151515151515,0.0381054199533269,0.0812488828295725,0.4015151515151515,0.8561159420289856,0.0812488828295725,0.2037,0.7964,regulativ,,,,,
0.120141292209534,0.8561159420289856,0.8561159420289856,0.3171717171717171,0.4161616161616161,0.0381054199533269,0.0783893954484346,0.4161616161616161,0.8561159420289856,0.0783893954484346,0.1919,0.8082,fragmentiert,,,,,
0.120141292209534,0.8561159420289856,0.8561159420289856,0.3171717171717171,0.4308080808080807,0.0381054199533269,0.0757243398001291,0.4308080808080807,0.8561159420289856,0.0757243398001291,0.1809,0.8192,fragmentiert,,,,,
0.120141292209534,0.8561159420289856,0.8561159420289856,0.3171717171717171,0.4454545454545454,0.0381054199533269,0.0732345372443425,0.4454545454545454,0.8561159420289856,0.0732345372443425,0.1708,0.8293,fragmentiert,,,,,
0.120141292209534,0.8561159420289856,0.8561159420289856,0.3171717171717171,0.46010101010101,0.0381054199533269,0.0709032512069266,0.46010101010101,0.8561159420289856,0.0709032512069266,0.1611,0.839,fragmentiert,,,,,
0.120141292209534,0.8561159420289856,0.8561159420289856,0.3171717171717171,0.4747474747474747,0.0381054199533269,0.0687158104782023,0.4747474747474747,0.8561159420289856,0.0687158104782023,0.1523,0.8478,fragmentiert,,,,,
0.120141292209534,0.8561159420289856,0.8561159420289856,0.3171717171717171,0.4893939393939393,0.0381054199533269,0.0666593001542932,0.4893939393939393,0.8561159420289856,0.0666593001542932,0.1442,0.8559,fragmentiert,,,,,
